START DATE(UTC), END DATE(UTC), START TIME(LOCAL), END TIME(LOCAL), DURATION, NAME, LOCATION, NOTE
2018-06-28 14:10:10,2018-06-28 14:16:15,2018-06-28 10:10:10 EDT,2018-06-28 10:16:15 EDT,365, Walk, , 
2018-06-28 14:56:34,2018-06-28 15:07:56,2018-06-28 10:56:34 EDT,2018-06-28 11:07:56 EDT,682, Walk, , 
2018-06-28 15:07:57,2018-06-28 19:14:32,2018-06-28 11:07:57 EDT,2018-06-28 15:14:32 EDT,14795, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-06-28 19:14:32,2018-06-28 19:24:33,2018-06-28 15:14:32 EDT,2018-06-28 15:24:33 EDT,601, Walk, , 
2018-06-28 19:27:50,2018-06-28 19:37:12,2018-06-28 15:27:50 EDT,2018-06-28 15:37:12 EDT,562, Walk, , 
2018-06-28 20:02:59,2018-06-28 20:16:17,2018-06-28 16:02:59 EDT,2018-06-28 16:16:17 EDT,798, Transport, , 
2018-06-28 20:16:17,2018-06-29 00:46:02,2018-06-28 16:16:17 EDT,2018-06-28 20:46:02 EDT,16185, Home, Home, 
2018-06-29 00:46:02,2018-06-29 02:52:47,2018-06-28 20:46:02 EDT,2018-06-28 22:52:47 EDT,7605, Home, Home, 
2018-06-29 02:52:47,2018-06-29 12:11:54,2018-06-28 22:52:47 EDT,2018-06-29 08:11:54 EDT,33547, Home, Home, 
2018-06-29 04:45:27,2018-06-29 11:55:30,2018-06-29 00:45:27 EDT,2018-06-29 07:55:30 EDT,25803, Sleep, Home, 
2018-06-29 12:11:54,2018-06-29 12:21:04,2018-06-29 08:11:54 EDT,2018-06-29 08:21:04 EDT,550, Transport, , 
2018-06-29 12:21:04,2018-06-29 12:35:28,2018-06-29 08:21:04 EDT,2018-06-29 08:35:28 EDT,864, Work,Rte 138 & 1A Park 'n Ride, 
2018-06-29 12:35:28,2018-06-29 12:53:29,2018-06-29 08:35:28 EDT,2018-06-29 08:53:29 EDT,1081, Transport, , 
2018-06-29 12:53:29,2018-06-29 13:31:18,2018-06-29 08:53:29 EDT,2018-06-29 09:31:18 EDT,2269, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-06-29 13:31:18,2018-06-29 13:39:51,2018-06-29 09:31:18 EDT,2018-06-29 09:39:51 EDT,513, Walk, , 
2018-06-29 13:49:35,2018-06-29 13:55:19,2018-06-29 09:49:35 EDT,2018-06-29 09:55:19 EDT,344, Walk, , 
2018-06-29 14:02:33,2018-06-29 14:09:29,2018-06-29 10:02:33 EDT,2018-06-29 10:09:29 EDT,416, Walk, , 
2018-06-29 14:09:30,2018-06-29 15:15:26,2018-06-29 10:09:30 EDT,2018-06-29 11:15:26 EDT,3956, Work, Casey Farm, 
2018-06-29 15:15:26,2018-06-29 15:37:59,2018-06-29 11:15:26 EDT,2018-06-29 11:37:59 EDT,1353, Walk, , 
2018-06-29 15:38:00,2018-06-29 15:55:31,2018-06-29 11:38:00 EDT,2018-06-29 11:55:31 EDT,1051, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-06-29 15:55:31,2018-06-29 16:00:45,2018-06-29 11:55:31 EDT,2018-06-29 12:00:45 EDT,314, Walk, , 
2018-06-29 16:00:46,2018-06-29 16:45:35,2018-06-29 12:00:46 EDT,2018-06-29 12:45:35 EDT,2689, Work, Casey Farm, 
2018-06-29 16:45:35,2018-06-29 17:14:35,2018-06-29 12:45:35 EDT,2018-06-29 13:14:35 EDT,1740, Transport, , 
2018-06-29 17:14:35,2018-06-29 17:32:59,2018-06-29 13:14:35 EDT,2018-06-29 13:32:59 EDT,1104, Walk, , 
2018-06-29 17:33:00,2018-06-29 17:43:18,2018-06-29 13:33:00 EDT,2018-06-29 13:43:18 EDT,618, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-06-29 17:43:18,2018-06-29 17:49:40,2018-06-29 13:43:18 EDT,2018-06-29 13:49:40 EDT,382, Walk, , 
2018-06-29 17:49:41,2018-06-29 19:03:57,2018-06-29 13:49:41 EDT,2018-06-29 15:03:57 EDT,4456, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-06-29 19:10:57,2018-06-29 19:18:11,2018-06-29 15:10:57 EDT,2018-06-29 15:18:11 EDT,434, Walk, , 
2018-06-29 19:20:48,2018-06-29 19:33:42,2018-06-29 15:20:48 EDT,2018-06-29 15:33:42 EDT,774, Walk, , 
2018-06-29 20:03:32,2018-06-29 20:16:23,2018-06-29 16:03:32 EDT,2018-06-29 16:16:23 EDT,771, Transport, , 
2018-06-29 20:16:23,2018-06-30 13:56:35,2018-06-29 16:16:23 EDT,2018-06-30 09:56:35 EDT,63612, Home, Home, 
2018-06-30 04:27:41,2018-06-30 13:56:27,2018-06-30 00:27:41 EDT,2018-06-30 09:56:27 EDT,34126, Sleep, Home, 
2018-06-30 13:56:35,2018-06-30 16:13:53,2018-06-30 09:56:35 EDT,2018-06-30 12:13:53 EDT,8238, Home, Home, 
2018-06-30 16:13:53,2018-07-01 03:35:47,2018-06-30 12:13:53 EDT,2018-06-30 23:35:47 EDT,40914, Home, Home, 
2018-07-01 03:35:47,2018-07-01 13:09:40,2018-06-30 23:35:47 EDT,2018-07-01 09:09:40 EDT,34433, Home, Home, 
2018-07-01 06:06:15,2018-07-01 13:08:42,2018-07-01 02:06:15 EDT,2018-07-01 09:08:42 EDT,25347, Sleep, Home, 
2018-07-01 13:09:40,2018-07-01 20:09:10,2018-07-01 09:09:40 EDT,2018-07-01 16:09:10 EDT,25170, Home, Home, 
2018-07-01 20:09:10,2018-07-02 12:14:43,2018-07-01 16:09:10 EDT,2018-07-02 08:14:43 EDT,57933, Home, Home, 
2018-07-02 04:30:03,2018-07-02 11:39:24,2018-07-02 00:30:03 EDT,2018-07-02 07:39:24 EDT,25761, Sleep, Home, 
2018-07-02 12:14:43,2018-07-02 12:25:54,2018-07-02 08:14:43 EDT,2018-07-02 08:25:54 EDT,671, Transport, , 
2018-07-02 12:25:54,2018-07-02 12:50:58,2018-07-02 08:25:54 EDT,2018-07-02 08:50:58 EDT,1504, Work,Rte 138 & 1A Park 'n Ride, 
2018-07-02 12:50:58,2018-07-02 13:00:47,2018-07-02 08:50:58 EDT,2018-07-02 09:00:47 EDT,589, Transport, , 
2018-07-02 13:01:18,2018-07-02 20:13:36,2018-07-02 09:01:18 EDT,2018-07-02 16:13:36 EDT,25938, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-02 20:13:36,2018-07-02 20:30:39,2018-07-02 16:13:36 EDT,2018-07-02 16:30:39 EDT,1023, Transport, , 
2018-07-02 20:30:39,2018-07-03 05:16:20,2018-07-02 16:30:39 EDT,2018-07-03 01:16:20 EDT,31541, Home, Home, 
2018-07-03 05:16:20,2018-07-03 11:39:11,2018-07-03 01:16:20 EDT,2018-07-03 07:39:11 EDT,22971, Home, Home, 
2018-07-03 05:23:14,2018-07-03 11:37:40,2018-07-03 01:23:14 EDT,2018-07-03 07:37:40 EDT,22466, Sleep, Home, 
2018-07-03 11:39:11,2018-07-03 12:18:35,2018-07-03 07:39:11 EDT,2018-07-03 08:18:35 EDT,2364, Home, Home, 
2018-07-03 12:18:35,2018-07-03 12:26:49,2018-07-03 08:18:35 EDT,2018-07-03 08:26:49 EDT,494, Transport, , 
2018-07-03 12:26:49,2018-07-03 12:46:22,2018-07-03 08:26:49 EDT,2018-07-03 08:46:22 EDT,1173, Work,Rte 138 & 1A Park 'n Ride, 
2018-07-03 12:46:22,2018-07-03 12:54:52,2018-07-03 08:46:22 EDT,2018-07-03 08:54:52 EDT,510, Transport, , 
2018-07-03 12:54:52,2018-07-03 19:55:41,2018-07-03 08:54:52 EDT,2018-07-03 15:55:41 EDT,25249, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-03 19:55:41,2018-07-03 20:16:08,2018-07-03 15:55:41 EDT,2018-07-03 16:16:08 EDT,1227, Transport, , 
2018-07-03 20:16:08,2018-07-04 04:14:45,2018-07-03 16:16:08 EDT,2018-07-04 00:14:45 EDT,28717, Home, Home, 
2018-07-04 04:14:45,2018-07-04 13:46:30,2018-07-04 00:14:45 EDT,2018-07-04 09:46:30 EDT,34305, Home, Home, 
2018-07-04 05:56:30,2018-07-04 13:44:45,2018-07-04 01:56:30 EDT,2018-07-04 09:44:45 EDT,28095, Sleep, Home, 
2018-07-04 13:46:30,2018-07-04 17:21:55,2018-07-04 09:46:30 EDT,2018-07-04 13:21:55 EDT,12925, Home, Home, 
2018-07-04 17:21:55,2018-07-05 00:29:22,2018-07-04 13:21:55 EDT,2018-07-04 20:29:22 EDT,25647, Home, Home, 
2018-07-05 00:29:22,2018-07-05 11:43:10,2018-07-04 20:29:22 EDT,2018-07-05 07:43:10 EDT,40428, Home, Home, 
2018-07-05 06:36:15,2018-07-05 11:41:35,2018-07-05 02:36:15 EDT,2018-07-05 07:41:35 EDT,18320, Sleep, Home, 
2018-07-05 11:43:10,2018-07-05 12:17:35,2018-07-05 07:43:10 EDT,2018-07-05 08:17:35 EDT,2065, Home, Home, 
2018-07-05 12:17:41,2018-07-05 12:26:07,2018-07-05 08:17:41 EDT,2018-07-05 08:26:07 EDT,506, Transport, , 
2018-07-05 12:26:07,2018-07-05 12:46:50,2018-07-05 08:26:07 EDT,2018-07-05 08:46:50 EDT,1243, Work,Rte 138 & 1A Park 'n Ride, 
2018-07-05 12:46:50,2018-07-05 12:55:59,2018-07-05 08:46:50 EDT,2018-07-05 08:55:59 EDT,549, Transport, , 
2018-07-05 12:55:59,2018-07-05 20:03:12,2018-07-05 08:55:59 EDT,2018-07-05 16:03:12 EDT,25633, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-05 20:04:33,2018-07-05 20:25:40,2018-07-05 16:04:33 EDT,2018-07-05 16:25:40 EDT,1267, Transport, , 
2018-07-05 20:25:40,2018-07-06 12:16:07,2018-07-05 16:25:40 EDT,2018-07-06 08:16:07 EDT,57027, Home, Home, 
2018-07-06 05:22:12,2018-07-06 11:46:17,2018-07-06 01:22:12 EDT,2018-07-06 07:46:17 EDT,23045, Sleep, Home, 
2018-07-06 12:17:16,2018-07-06 12:26:13,2018-07-06 08:17:16 EDT,2018-07-06 08:26:13 EDT,537, Transport, , 
2018-07-06 12:26:13,2018-07-06 12:45:13,2018-07-06 08:26:13 EDT,2018-07-06 08:45:13 EDT,1140, Work,Rte 138 & 1A Park 'n Ride, 
2018-07-06 12:45:13,2018-07-06 12:54:15,2018-07-06 08:45:13 EDT,2018-07-06 08:54:15 EDT,542, Transport, , 
2018-07-06 12:54:15,2018-07-06 13:25:39,2018-07-06 08:54:15 EDT,2018-07-06 09:25:39 EDT,1884, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-06 13:25:39,2018-07-06 13:38:32,2018-07-06 09:25:39 EDT,2018-07-06 09:38:32 EDT,773, Walk, , 
2018-07-06 13:58:20,2018-07-06 14:18:31,2018-07-06 09:58:20 EDT,2018-07-06 10:18:31 EDT,1211, Walk, , 
2018-07-06 14:52:01,2018-07-06 15:25:07,2018-07-06 10:52:01 EDT,2018-07-06 11:25:07 EDT,1986, Walk, , 
2018-07-06 15:30:00,2018-07-06 15:37:37,2018-07-06 11:30:00 EDT,2018-07-06 11:37:37 EDT,457, Walk, , 
2018-07-06 15:39:43,2018-07-06 15:49:05,2018-07-06 11:39:43 EDT,2018-07-06 11:49:05 EDT,562, Walk, , 
2018-07-06 16:11:12,2018-07-06 16:22:42,2018-07-06 12:11:12 EDT,2018-07-06 12:22:42 EDT,690, Walk, , 
2018-07-06 17:03:01,2018-07-06 17:09:34,2018-07-06 13:03:01 EDT,2018-07-06 13:09:34 EDT,393, Walk, , 
2018-07-06 17:27:00,2018-07-06 18:01:23,2018-07-06 13:27:00 EDT,2018-07-06 14:01:23 EDT,2063, Walk, , 
2018-07-06 18:30:42,2018-07-06 18:36:43,2018-07-06 14:30:42 EDT,2018-07-06 14:36:43 EDT,361, Walk, , 
2018-07-06 18:36:44,2018-07-06 18:43:32,2018-07-06 14:36:44 EDT,2018-07-06 14:43:32 EDT,408, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-06 19:00:35,2018-07-06 19:04:07,2018-07-06 15:00:35 EDT,2018-07-06 15:04:07 EDT,212, Walk, , 
2018-07-06 19:04:08,2018-07-06 20:00:32,2018-07-06 15:04:08 EDT,2018-07-06 16:00:32 EDT,3384, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-06 20:00:32,2018-07-06 20:19:08,2018-07-06 16:00:32 EDT,2018-07-06 16:19:08 EDT,1116, Transport, , 
2018-07-06 20:19:08,2018-07-07 14:13:24,2018-07-06 16:19:08 EDT,2018-07-07 10:13:24 EDT,64456, Home, Home, 
2018-07-07 07:36:56,2018-07-07 14:13:16,2018-07-07 03:36:56 EDT,2018-07-07 10:13:16 EDT,23780, Sleep, Home, 
2018-07-07 14:13:24,2018-07-07 19:53:02,2018-07-07 10:13:24 EDT,2018-07-07 15:53:02 EDT,20378, Home, Home, 
2018-07-07 19:53:02,2018-07-07 19:58:07,2018-07-07 15:53:02 EDT,2018-07-07 15:58:07 EDT,305, Transport, , 
2018-07-07 19:58:07,2018-07-08 01:47:25,2018-07-07 15:58:07 EDT,2018-07-07 21:47:25 EDT,20958, Home, Home, 
2018-07-08 01:47:25,2018-07-08 13:01:42,2018-07-07 21:47:25 EDT,2018-07-08 09:01:42 EDT,40457, Home, Home, 
2018-07-08 04:09:53,2018-07-08 13:00:50,2018-07-08 00:09:53 EDT,2018-07-08 09:00:50 EDT,31857, Sleep, Home, 
2018-07-08 13:01:42,2018-07-08 23:46:21,2018-07-08 09:01:42 EDT,2018-07-08 19:46:21 EDT,38679, Home, Home, 
2018-07-08 23:46:21,2018-07-09 12:23:19,2018-07-08 19:46:21 EDT,2018-07-09 08:23:19 EDT,45418, Home, Home, 
2018-07-09 04:56:28,2018-07-09 11:52:22,2018-07-09 00:56:28 EDT,2018-07-09 07:52:22 EDT,24954, Sleep, Home, 
2018-07-09 12:23:19,2018-07-09 12:27:47,2018-07-09 08:23:19 EDT,2018-07-09 08:27:47 EDT,268, Walk, , 
2018-07-09 12:27:48,2018-07-09 12:31:50,2018-07-09 08:27:48 EDT,2018-07-09 08:31:50 EDT,242, Transport, , 
2018-07-09 12:31:50,2018-07-09 12:42:05,2018-07-09 08:31:50 EDT,2018-07-09 08:42:05 EDT,615, Work,Rte 138 & 1A Park 'n Ride, 
2018-07-09 12:42:05,2018-07-09 12:50:20,2018-07-09 08:42:05 EDT,2018-07-09 08:50:20 EDT,495, Transport, , 
2018-07-09 12:50:20,2018-07-09 20:14:44,2018-07-09 08:50:20 EDT,2018-07-09 16:14:44 EDT,26664, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-09 20:14:44,2018-07-09 20:33:10,2018-07-09 16:14:44 EDT,2018-07-09 16:33:10 EDT,1106, Transport, , 
2018-07-09 20:33:10,2018-07-10 04:44:47,2018-07-09 16:33:10 EDT,2018-07-10 00:44:47 EDT,29497, Home, Home, 
2018-07-10 04:44:47,2018-07-10 12:23:42,2018-07-10 00:44:47 EDT,2018-07-10 08:23:42 EDT,27535, Home, Home, 
2018-07-10 04:44:58,2018-07-10 11:36:50,2018-07-10 00:44:58 EDT,2018-07-10 07:36:50 EDT,24712, Sleep, Home, 
2018-07-10 12:23:42,2018-07-10 12:35:42,2018-07-10 08:23:42 EDT,2018-07-10 08:35:42 EDT,720, Transport, , 
2018-07-10 12:35:42,2018-07-10 12:47:39,2018-07-10 08:35:42 EDT,2018-07-10 08:47:39 EDT,717, Work,Rte 138 & 1A Park 'n Ride, 
2018-07-10 12:55:31,2018-07-10 13:02:08,2018-07-10 08:55:31 EDT,2018-07-10 09:02:08 EDT,397, Transport, , 
2018-07-10 13:02:08,2018-07-10 13:26:35,2018-07-10 09:02:08 EDT,2018-07-10 09:26:35 EDT,1467, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-10 13:26:35,2018-07-10 13:33:12,2018-07-10 09:26:35 EDT,2018-07-10 09:33:12 EDT,397, Walk, , 
2018-07-10 13:49:12,2018-07-10 13:55:50,2018-07-10 09:49:12 EDT,2018-07-10 09:55:50 EDT,398, Walk, , 
2018-07-10 14:03:31,2018-07-10 14:09:36,2018-07-10 10:03:31 EDT,2018-07-10 10:09:36 EDT,365, Walk, , 
2018-07-10 14:13:51,2018-07-10 14:52:20,2018-07-10 10:13:51 EDT,2018-07-10 10:52:20 EDT,2309, Work, Casey Farm, 
2018-07-10 14:53:59,2018-07-10 17:47:51,2018-07-10 10:53:59 EDT,2018-07-10 13:47:51 EDT,10432, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-10 17:47:51,2018-07-10 20:01:48,2018-07-10 13:47:51 EDT,2018-07-10 16:01:48 EDT,8037, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-10 20:01:48,2018-07-10 20:24:02,2018-07-10 16:01:48 EDT,2018-07-10 16:24:02 EDT,1334, Transport, , 
2018-07-10 20:24:02,2018-07-11 12:15:51,2018-07-10 16:24:02 EDT,2018-07-11 08:15:51 EDT,57109, Home, Home, 
2018-07-11 05:23:17,2018-07-11 11:37:27,2018-07-11 01:23:17 EDT,2018-07-11 07:37:27 EDT,22450, Sleep, Home, 
2018-07-11 12:15:51,2018-07-11 12:26:06,2018-07-11 08:15:51 EDT,2018-07-11 08:26:06 EDT,615, Transport, , 
2018-07-11 12:26:06,2018-07-11 12:47:59,2018-07-11 08:26:06 EDT,2018-07-11 08:47:59 EDT,1313, Work,Rte 138 & 1A Park 'n Ride, 
2018-07-11 12:47:59,2018-07-11 13:00:34,2018-07-11 08:47:59 EDT,2018-07-11 09:00:34 EDT,755, Transport, , 
2018-07-11 13:00:34,2018-07-11 19:57:40,2018-07-11 09:00:34 EDT,2018-07-11 15:57:40 EDT,25026, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-11 19:57:56,2018-07-11 20:18:53,2018-07-11 15:57:56 EDT,2018-07-11 16:18:53 EDT,1257, Transport, , 
2018-07-11 20:18:53,2018-07-12 12:18:34,2018-07-11 16:18:53 EDT,2018-07-12 08:18:34 EDT,57581, Home, Home, 
2018-07-12 05:13:17,2018-07-12 11:50:00,2018-07-12 01:13:17 EDT,2018-07-12 07:50:00 EDT,23803, Sleep, Home, 
2018-07-12 12:18:40,2018-07-12 12:29:01,2018-07-12 08:18:40 EDT,2018-07-12 08:29:01 EDT,621, Transport, , 
2018-07-12 12:29:01,2018-07-12 12:40:24,2018-07-12 08:29:01 EDT,2018-07-12 08:40:24 EDT,683, Work,Rte 138 & 1A Park 'n Ride, 
2018-07-12 12:40:24,2018-07-12 12:54:12,2018-07-12 08:40:24 EDT,2018-07-12 08:54:12 EDT,828, Transport, , 
2018-07-12 12:54:12,2018-07-12 13:22:02,2018-07-12 08:54:12 EDT,2018-07-12 09:22:02 EDT,1670, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-12 13:22:02,2018-07-12 13:25:08,2018-07-12 09:22:02 EDT,2018-07-12 09:25:08 EDT,186, Walk, , 
2018-07-12 13:30:24,2018-07-12 13:37:35,2018-07-12 09:30:24 EDT,2018-07-12 09:37:35 EDT,431, Walk, , 
2018-07-12 14:56:29,2018-07-12 15:02:08,2018-07-12 10:56:29 EDT,2018-07-12 11:02:08 EDT,339, Walk, , 
2018-07-12 15:21:32,2018-07-12 15:32:46,2018-07-12 11:21:32 EDT,2018-07-12 11:32:46 EDT,674, Walk, , 
2018-07-12 15:48:08,2018-07-12 16:05:09,2018-07-12 11:48:08 EDT,2018-07-12 12:05:09 EDT,1021, Walk, , 
2018-07-12 16:13:14,2018-07-12 16:19:16,2018-07-12 12:13:14 EDT,2018-07-12 12:19:16 EDT,362, Walk, , 
2018-07-12 16:43:19,2018-07-12 16:49:49,2018-07-12 12:43:19 EDT,2018-07-12 12:49:49 EDT,390, Walk, , 
2018-07-12 17:11:21,2018-07-12 17:15:24,2018-07-12 13:11:21 EDT,2018-07-12 13:15:24 EDT,243, Walk, , 
2018-07-12 17:15:25,2018-07-12 20:04:09,2018-07-12 13:15:25 EDT,2018-07-12 16:04:09 EDT,10124, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-12 20:04:09,2018-07-12 21:06:59,2018-07-12 16:04:09 EDT,2018-07-12 17:06:59 EDT,3770, Transport, , 
2018-07-12 21:06:59,2018-07-13 08:25:28,2018-07-12 17:06:59 EDT,2018-07-13 04:25:28 EDT,40709, Home, Home, 
2018-07-13 08:25:28,2018-07-13 08:31:53,2018-07-13 04:25:28 EDT,2018-07-13 04:31:53 EDT,385, Transport, , 
2018-07-13 08:31:53,2018-07-13 10:34:45,2018-07-13 04:31:53 EDT,2018-07-13 06:34:45 EDT,7372, Home, Home, 
2018-07-13 11:30:09,2018-07-13 12:22:51,2018-07-13 07:30:09 EDT,2018-07-13 08:22:51 EDT,3162, Home, Home, 
2018-07-13 12:22:51,2018-07-13 12:34:28,2018-07-13 08:22:51 EDT,2018-07-13 08:34:28 EDT,697, Transport, , 
2018-07-13 12:34:28,2018-07-13 12:43:04,2018-07-13 08:34:28 EDT,2018-07-13 08:43:04 EDT,516, Work,Rte 138 & 1A Park 'n Ride, 
2018-07-13 12:43:04,2018-07-13 12:48:18,2018-07-13 08:43:04 EDT,2018-07-13 08:48:18 EDT,314, Walk, , 
2018-07-13 12:48:19,2018-07-13 12:51:55,2018-07-13 08:48:19 EDT,2018-07-13 08:51:55 EDT,216, Transport, , 
2018-07-13 12:51:55,2018-07-13 19:57:58,2018-07-13 08:51:55 EDT,2018-07-13 15:57:58 EDT,25563, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-13 19:57:58,2018-07-13 20:09:25,2018-07-13 15:57:58 EDT,2018-07-13 16:09:25 EDT,687, Transport, , 
2018-07-13 20:09:45,2018-07-13 20:20:32,2018-07-13 16:09:45 EDT,2018-07-13 16:20:32 EDT,647, Work,Rte 138 & 1A Park 'n Ride, 
2018-07-13 20:20:32,2018-07-13 20:27:50,2018-07-13 16:20:32 EDT,2018-07-13 16:27:50 EDT,438, Transport, , 
2018-07-13 20:27:50,2018-07-14 02:48:12,2018-07-13 16:27:50 EDT,2018-07-13 22:48:12 EDT,22822, Home, Home, 
2018-07-14 02:48:12,2018-07-14 05:53:23,2018-07-13 22:48:12 EDT,2018-07-14 01:53:23 EDT,11111, Home, Home, 
2018-07-14 05:53:23,2018-07-14 13:14:20,2018-07-14 01:53:23 EDT,2018-07-14 09:14:20 EDT,26457, Home, Home, 
2018-07-14 07:18:13,2018-07-14 13:13:55,2018-07-14 03:18:13 EDT,2018-07-14 09:13:55 EDT,21342, Sleep, Home, 
2018-07-14 13:14:20,2018-07-14 14:00:33,2018-07-14 09:14:20 EDT,2018-07-14 10:00:33 EDT,2773, Home, Home, 
2018-07-14 14:00:33,2018-07-14 14:16:24,2018-07-14 10:00:33 EDT,2018-07-14 10:16:24 EDT,951, Transport, , 
2018-07-14 14:16:24,2018-07-14 15:09:32,2018-07-14 10:16:24 EDT,2018-07-14 11:09:32 EDT,3188, Gym, Renegade Fitness, 
2018-07-14 15:09:32,2018-07-14 15:12:19,2018-07-14 11:09:32 EDT,2018-07-14 11:12:19 EDT,167, Transport, , 
2018-07-14 15:14:33,2018-07-14 15:19:53,2018-07-14 11:14:33 EDT,2018-07-14 11:19:53 EDT,320, Shopping, Ocean State Job Lot, 
2018-07-14 15:20:15,2018-07-14 15:38:13,2018-07-14 11:20:15 EDT,2018-07-14 11:38:13 EDT,1078, Transport, , 
2018-07-14 15:38:13,2018-07-14 15:53:49,2018-07-14 11:38:13 EDT,2018-07-14 11:53:49 EDT,936, Shopping, Daves Marketplace, 
2018-07-14 15:53:49,2018-07-14 16:02:06,2018-07-14 11:53:49 EDT,2018-07-14 12:02:06 EDT,497, Transport, , 
2018-07-14 16:02:06,2018-07-15 14:25:49,2018-07-14 12:02:06 EDT,2018-07-15 10:25:49 EDT,80623, Home, Home, 
2018-07-15 07:42:15,2018-07-15 14:24:47,2018-07-15 03:42:15 EDT,2018-07-15 10:24:47 EDT,24152, Sleep, Home, 
2018-07-15 14:25:49,2018-07-15 17:57:28,2018-07-15 10:25:49 EDT,2018-07-15 13:57:28 EDT,12699, Home, Home, 
2018-07-15 17:57:28,2018-07-16 11:29:21,2018-07-15 13:57:28 EDT,2018-07-16 07:29:21 EDT,63113, Home, Home, 
2018-07-16 05:45:28,2018-07-16 11:56:40,2018-07-16 01:45:28 EDT,2018-07-16 07:56:40 EDT,22272, Sleep, Home, 
2018-07-16 11:29:21,2018-07-16 12:02:50,2018-07-16 07:29:21 EDT,2018-07-16 08:02:50 EDT,2009, Home, Home, 
2018-07-16 12:28:27,2018-07-16 12:31:05,2018-07-16 08:28:27 EDT,2018-07-16 08:31:05 EDT,158, Transport, , 
2018-07-16 12:31:05,2018-07-16 12:52:54,2018-07-16 08:31:05 EDT,2018-07-16 08:52:54 EDT,1309, Work,Rte 138 & 1A Park 'n Ride, 
2018-07-16 12:52:54,2018-07-16 12:59:19,2018-07-16 08:52:54 EDT,2018-07-16 08:59:19 EDT,385, Transport, , 
2018-07-16 12:59:19,2018-07-16 20:03:09,2018-07-16 08:59:19 EDT,2018-07-16 16:03:09 EDT,25430, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-16 20:03:09,2018-07-16 20:25:07,2018-07-16 16:03:09 EDT,2018-07-16 16:25:07 EDT,1318, Transport, , 
2018-07-16 20:25:07,2018-07-17 12:30:29,2018-07-16 16:25:07 EDT,2018-07-17 08:30:29 EDT,57922, Home, Home, 
2018-07-17 05:17:22,2018-07-17 11:36:13,2018-07-17 01:17:22 EDT,2018-07-17 07:36:13 EDT,22731, Sleep, Home, 
2018-07-17 12:30:29,2018-07-17 12:34:04,2018-07-17 08:30:29 EDT,2018-07-17 08:34:04 EDT,215, Transport, , 
2018-07-17 12:34:04,2018-07-17 12:48:04,2018-07-17 08:34:04 EDT,2018-07-17 08:48:04 EDT,840, Work,Rte 138 & 1A Park 'n Ride, 
2018-07-17 12:48:04,2018-07-17 12:59:29,2018-07-17 08:48:04 EDT,2018-07-17 08:59:29 EDT,685, Transport, , 
2018-07-17 12:59:29,2018-07-17 13:21:50,2018-07-17 08:59:29 EDT,2018-07-17 09:21:50 EDT,1341, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-17 13:21:50,2018-07-17 13:32:25,2018-07-17 09:21:50 EDT,2018-07-17 09:32:25 EDT,635, Walk, , 
2018-07-17 13:41:52,2018-07-17 15:42:43,2018-07-17 09:41:52 EDT,2018-07-17 11:42:43 EDT,7251, Home, Home, 
2018-07-17 15:42:43,2018-07-17 16:03:55,2018-07-17 11:42:43 EDT,2018-07-17 12:03:55 EDT,1272, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-17 16:36:50,2018-07-17 16:46:17,2018-07-17 12:36:50 EDT,2018-07-17 12:46:17 EDT,567, Walk, , 
2018-07-17 16:50:09,2018-07-17 17:44:07,2018-07-17 12:50:09 EDT,2018-07-17 13:44:07 EDT,3238, Home, Home, 
2018-07-17 17:44:07,2018-07-17 19:49:08,2018-07-17 13:44:07 EDT,2018-07-17 15:49:08 EDT,7501, Work, Newport Boys & Girls Club - Camp Grosvenor, 
2018-07-17 19:49:08,2018-07-17 20:07:35,2018-07-17 15:49:08 EDT,2018-07-17 16:07:35 EDT,1107, Transport, , 
2018-07-17 20:07:35,2018-07-18 12:23:44,2018-07-17 16:07:35 EDT,2018-07-18 08:23:44 EDT,58569, Home, Home, 
2018-07-18 06:10:41,2018-07-18 12:00:45,2018-07-18 02:10:41 EDT,2018-07-18 08:00:45 EDT,21004, Sleep, Home, 
